CONV|band2|SHOPPING|GN|GNF|42|1363|23304590
CONV|band2|SHOPPING|GN|GNM|43|2527|43399930
CONV|band2|SHOPPING|GN|GNU|36|316|5535050
CONV|band2|WEB_SITE|AD|AD0099|42|769|13495210
CONV|band2|WEB_SITE|AD|AD0101001|10|87|1682580
CONV|band2|WEB_SITE|AD|AD0101002|5|14|224440
CONV|band2|WEB_SITE|AD|AD0101003|11|44|831250
CONV|band2|WEB_SITE|AD|AD0101004|11|48|896020
CONV|band2|WEB_SITE|AD|AD0101005|13|92|1688550
CONV|band2|WEB_SITE|AD|AD0101006|12|39|685000
CONV|band2|WEB_SITE|AD|AD0101007|7|10|176800
CONV|band2|WEB_SITE|AD|AD0101008|2|3|53700
CONV|band2|WEB_SITE|AD|AD0101009|6|17|305200
CONV|band2|WEB_SITE|AD|AD0101010|12|45|902830
CONV|band2|WEB_SITE|AD|AD0102001|2|3|47700
CONV|band2|WEB_SITE|AG|AG1418|10|15|248400
CONV|band2|WEB_SITE|AG|AG1924|16|34|580210
CONV|band2|WEB_SITE|AG|AG2529|27|90|1630360
CONV|band2|WEB_SITE|AG|AG3034|35|169|3155380
CONV|band2|WEB_SITE|AG|AG3539|36|189|3388320
CONV|band2|WEB_SITE|AG|AG4044|39|181|3182540
CONV|band2|WEB_SITE|AG|AG4549|35|185|3353900
CONV|band2|WEB_SITE|AG|AG5054|32|123|2178700
CONV|band2|WEB_SITE|AG|AG5559|25|81|1440310
CONV|band2|WEB_SITE|AG|AG6099|24|70|1202860
CONV|band2|WEB_SITE|AG|AGXXXX|18|34|628300
CONV|band2|WEB_SITE|GN|GNF|40|400|7365410
CONV|band2|WEB_SITE|GN|GNM|48|742|13077270
CONV|band2|WEB_SITE|GN|GNU|15|29|546600
CONV|band2|WEB_SITE|SD|SDFRI0024|14|61|1101890
CONV|band2|WEB_SITE|SD|SDMON0024|12|73|1386120
CONV|band2|WEB_SITE|SD|SDSAT0024|12|49|905260
CONV|band2|WEB_SITE|SD|SDSUN0024|14|56|1012530
CONV|band2|WEB_SITE|SD|SDTHU0024|13|63|1268180
CONV|band2|WEB_SITE|SD|SDTUE0024|16|83|1607710
CONV|band2|WEB_SITE|SD|SDWED0024|17|65|1162820
CONV|band3|SHOPPING|AG|AG0013|6|6|90100
CONV|band3|SHOPPING|AG|AG1418|52|103|1629900
CONV|band3|SHOPPING|AG|AG1924|48|140|2386610
CONV|band3|SHOPPING|AG|AG2529|88|291|4918720
CONV|band3|SHOPPING|AG|AG3034|97|462|7774380
CONV|band3|SHOPPING|AG|AG3539|87|462|8205960
CONV|band3|SHOPPING|AG|AG4044|97|554|9672280
CONV|band3|SHOPPING|AG|AG4549|106|519|8799860
CONV|band3|SHOPPING|AG|AG5054|84|293|4934710
CONV|band3|SHOPPING|AG|AG5559|64|179|2941800
CONV|band3|SHOPPING|AG|AG6099|44|145|2447400
CONV|band3|SHOPPING|AG|AGXXXX|85|328|5482750
CONV|band3|SHOPPING|GN|GNF|126|1118|19427780
CONV|band3|SHOPPING|GN|GNM|155|2068|34896140
CONV|band3|SHOPPING|GN|GNU|81|296|4960550
CONV|band3|WEB_SITE|AD|AD0099|92|580|10297380
CONV|band3|WEB_SITE|AD|AD0101001|13|40|681230
CONV|band3|WEB_SITE|AD|AD0101002|5|5|97200
