adgroup_id,hour_code,region_code,media_code,imp,clk,cost,n_days
grp-a001-02-000000056537604,13,02,33421,6,1,1603,1
grp-a001-02-000000056537604,13,02,684927,2,1,1724,1
grp-a001-02-000000056537604,13,09,27758,1,1,1856,1
grp-a001-02-000000056537604,13,09,684926,1,1,1760,1
grp-a001-02-000000056537604,13,09,684927,0,1,1839,1
grp-a001-02-000000056537604,13,09,8753,1,1,1901,1
grp-a001-02-000000056537604,13,11,27758,1,1,1297,1
grp-a001-02-000000056537604,13,13,8753,3,1,1741,1
grp-a001-02-000000056537604,13,99,684926,2,1,1759,1
grp-a001-02-000000056537604,14,02,27758,1,1,1593,1
grp-a001-02-000000056537604,14,02,8753,3,2,3413,1
grp-a001-02-000000056537604,14,04,8753,1,1,1941,1
grp-a001-02-000000056537604,14,08,684926,3,1,1700,1
grp-a001-02-000000056537604,14,09,27758,2,2,2831,2
grp-a001-02-000000056537604,14,09,341893,1,1,1100,1
grp-a001-02-000000056537604,14,09,684926,2,1,1616,1
grp-a001-02-000000056537604,14,09,8753,8,1,1968,1
grp-a001-02-000000056537604,14,11,27758,1,1,1645,1
grp-a001-02-000000056537604,14,17,341893,1,1,1180,1
grp-a001-02-000000056537604,14,99,8753,3,2,3818,2
grp-a001-02-000000056537604,15,02,27758,2,2,3472,2
grp-a001-02-000000056537604,15,02,684926,3,1,1536,1
grp-a001-02-000000056537604,15,02,684927,5,2,3008,2
grp-a001-02-000000056537604,15,02,8753,2,2,3761,1
grp-a001-02-000000056537604,15,03,27758,1,1,1678,1
grp-a001-02-000000056537604,15,09,27758,1,1,1720,1
grp-a001-02-000000056537604,15,09,33421,3,1,1760,1
grp-a001-02-000000056537604,15,09,684926,1,1,1960,1
grp-a001-02-000000056537604,15,09,8753,5,1,1939,1
grp-a001-02-000000056537604,15,10,8753,1,1,1943,1
grp-a001-02-000000056537604,15,11,8753,1,1,1709,1
grp-a001-02-000000056537604,15,99,8753,1,1,1701,1
grp-a001-02-000000056537604,16,02,8753,4,3,5371,3
grp-a001-02-000000056537604,16,04,8753,1,1,1758,1
grp-a001-02-000000056537604,16,06,33421,3,2,3648,2
grp-a001-02-000000056537604,16,06,8753,1,1,1533,1
grp-a001-02-000000056537604,16,07,684926,0,1,1882,1
grp-a001-02-000000056537604,16,08,684925,1,1,1723,1
grp-a001-02-000000056537604,16,09,27758,2,1,1760,1
grp-a001-02-000000056537604,16,09,8753,4,3,5496,3
grp-a001-02-000000056537604,16,15,8753,1,1,1951,1
grp-a001-02-000000056537604,16,99,684926,4,1,1760,1
grp-a001-02-000000056537604,17,01,8753,2,1,1911,1
grp-a001-02-000000056537604,17,02,8753,2,1,1923,1
grp-a001-02-000000056537604,17,04,27758,1,1,1292,1
grp-a001-02-000000056537604,17,04,8753,1,1,1386,1
grp-a001-02-000000056537604,17,06,27758,1,1,1760,1
grp-a001-02-000000056537604,17,07,8753,1,1,1972,1
grp-a001-02-000000056537604,17,08,684926,1,1,848,1
grp-a001-02-000000056537604,17,09,370822,1,1,1271,1
grp-a001-02-000000056537604,17,09,684926,4,1,1920,1
grp-a001-02-000000056537604,17,15,8753,1,1,1725,1
grp-a001-02-000000056537604,18,02,341893,2,1,1756,1
grp-a001-02-000000056537604,18,02,8753,8,3,4532,3
grp-a001-02-000000056537604,18,03,684926,1,1,1760,1
grp-a001-02-000000056537604,18,15,8753,1,1,1980,1
grp-a001-02-000000056537604,18,17,33421,6,1,1912,1
grp-a001-02-000000056537604,19,02,33421,2,1,1724,1
grp-a001-02-000000056537604,19,02,8753,4,3,5693,3
grp-a001-02-000000056537604,19,03,8753,1,1,1683,1
grp-a001-02-000000056537604,19,08,684926,4,1,1980,1
grp-a001-02-000000056537604,19,09,11068,3,1,1672,1
grp-a001-02-000000056537604,19,09,8753,1,1,1783,1
grp-a001-02-000000056537604,19,10,33421,2,1,1688,1
grp-a001-02-000000056537604,19,12,33421,5,1,1494,1
grp-a001-02-000000056537604,19,14,341898,1,1,957,1
grp-a001-02-000000056537604,19,16,684926,3,1,1700,1
grp-a001-02-000000056537604,20,02,27758,2,1,846,1
grp-a001-02-000000056537604,20,02,684926,2,1,1736,1
grp-a001-02-000000056537604,20,02,8753,1,1,1757,1
grp-a001-02-000000056537604,20,05,8753,2,1,1859,1
grp-a001-02-000000056537604,20,09,11068,1,1,1697,1
grp-a001-02-000000056537604,20,09,8753,2,1,1760,1
grp-a001-02-000000056537604,20,16,684926,1,1,1753,1
grp-a001-02-000000056537604,20,16,8753,2,1,1839,1
grp-a001-02-000000056537604,20,99,8753,2,1,1680,1
grp-a001-02-000000056537604,21,01,684927,1,1,1804,1
grp-a001-02-000000056537604,21,02,33421,1,1,1828,1
grp-a001-02-000000056537604,21,03,33421,2,1,1742,1
grp-a001-02-000000056537604,21,03,8753,2,1,1126,1
grp-a001-02-000000056537604,21,04,33421,2,1,1689,1
grp-a001-02-000000056537604,21,04,8753,1,1,1964,1
grp-a001-02-000000056537604,21,06,8753,1,1,1961,1
grp-a001-02-000000056537604,21,09,33421,9,1,1360,1
grp-a001-02-000000056537604,21,09,684926,7,2,3330,2
grp-a001-02-000000056537604,21,09,684927,2,1,1610,1
grp-a001-02-000000056537604,21,09,8753,4,1,1936,1
grp-a001-02-000000056537604,21,10,8753,1,1,1370,1
grp-a001-02-000000056537604,21,13,8753,1,1,1886,1
grp-a001-02-000000056537604,21,15,8753,2,2,3398,2
grp-a001-02-000000056537604,21,18,8753,1,1,1653,1
grp-a001-02-000000056537604,22,02,8753,8,2,3355,2
grp-a001-02-000000056537604,22,03,33421,1,1,1966,1
grp-a001-02-000000056537604,22,03,8753,2,1,1925,1
grp-a001-02-000000056537604,22,04,33421,1,1,1603,1
grp-a001-02-000000056537604,22,09,27758,1,1,1526,1
grp-a001-02-000000056537604,22,09,33421,3,2,3637,2
grp-a001-02-000000056537604,22,09,8753,9,3,5317,3
grp-a001-02-000000056537604,22,10,8753,1,1,1673,1
grp-a001-02-000000056537604,22,12,8753,1,1,1922,1
grp-a001-02-000000056537604,22,13,8753,1,1,1819,1
grp-a001-02-000000056537604,22,16,8753,2,1,1639,1
grp-a001-02-000000056537604,22,17,8753,2,1,1979,1
grp-a001-02-000000056537604,23,01,8753,5,2,3103,2
grp-a001-02-000000056537604,23,02,341898,1,1,1199,1
grp-a001-02-000000056537604,23,02,8753,7,2,3628,2
grp-a001-02-000000056537604,23,03,27758,3,1,1274,1
grp-a001-02-000000056537604,23,04,11068,3,1,1514,1
grp-a001-02-000000056537604,23,09,8753,1,1,1864,1
grp-a001-02-000000056537604,23,13,8753,2,2,2564,2
grp-a001-02-000000056537604,23,16,684926,1,1,1359,1
grp-a001-02-000000056537604,23,99,684926,1,1,1606,1
grp-a001-02-000000058445051,11,08,341893,1,1,500,1
grp-a001-02-000000058445051,14,08,341893,1,1,500,1
grp-a001-02-000000058445051,20,04,27758,1,1,990,1
grp-a001-02-000000058709325,00,09,684926,3,1,1173,1
grp-a001-02-000000058709325,00,09,8753,1,1,1222,1
grp-a001-02-000000058709325,02,12,684926,2,1,961,1
grp-a001-02-000000058709325,03,13,684926,1,1,1765,1
grp-a001-02-000000058709325,05,11,8753,1,1,1240,1
grp-a001-02-000000058709325,06,02,33421,4,1,1343,1
grp-a001-02-000000058709325,06,09,8753,2,1,564,1
grp-a001-02-000000058709325,07,09,684926,3,1,1251,1
grp-a001-02-000000058709325,08,03,8753,1,1,1198,1
grp-a001-02-000000058709325,08,09,33421,2,1,1129,1
grp-a001-02-000000058709325,09,06,8753,1,1,1280,1
grp-a001-02-000000058709325,09,09,27758,1,1,684,1
grp-a001-02-000000058709325,09,13,27758,1,1,984,1
grp-a001-02-000000058709325,10,02,27758,1,1,890,1
grp-a001-02-000000058709325,10,13,27758,3,1,600,1
grp-a001-02-000000058709325,10,99,424040,3,1,829,1
grp-a001-02-000000058709325,11,02,8753,1,1,834,1
grp-a001-02-000000058709325,11,09,8753,1,1,919,1
grp-a001-02-000000058709325,12,03,8753,1,1,1250,1
grp-a001-02-000000058709325,12,08,11068,1,1,672,1
grp-a001-02-000000058709325,12,09,8753,2,2,3100,2
grp-a001-02-000000058709325,12,11,8753,3,1,1770,1
grp-a001-02-000000058709325,14,09,27758,2,1,1720,1
grp-a001-02-000000058709325,14,09,33421,2,1,1080,1
grp-a001-02-000000058709325,15,02,8753,2,2,2175,2
grp-a001-02-000000058709325,15,99,8753,2,1,1730,1
grp-a001-02-000000058709325,17,01,8753,2,1,1730,1
grp-a001-02-000000058709325,17,03,8753,2,1,1969,1
grp-a001-02-000000058709325,17,16,8753,2,1,1294,1
grp-a001-02-000000058709325,18,02,11068,2,1,916,1
grp-a001-02-000000058709325,18,02,8753,2,2,2352,2
grp-a001-02-000000058709325,18,13,27758,1,1,570,1
grp-a001-02-000000058709325,18,14,8753,1,1,1145,1
grp-a001-02-000000058709325,19,02,33421,1,1,1640,1
grp-a001-02-000000058709325,19,02,8753,3,2,2738,2
grp-a001-02-000000058709325,19,04,8753,1,1,1680,1
grp-a001-02-000000058709325,19,06,33421,1,1,1331,1
grp-a001-02-000000058709325,19,06,424040,1,1,969,1
grp-a001-02-000000058709325,19,11,8753,1,1,1941,1
grp-a001-02-000000058709325,19,15,8753,1,1,1150,1
grp-a001-02-000000058709325,20,07,8753,1,1,1241,1
grp-a001-02-000000058709325,20,08,8753,2,1,1190,1
grp-a001-02-000000058709325,20,09,8753,2,2,2810,2
grp-a001-02-000000058709325,21,03,8753,3,2,2368,2
grp-a001-02-000000058709325,21,05,8753,1,1,1956,1
grp-a001-02-000000058709325,22,02,8753,1,1,1141,1
grp-a001-02-000000058709325,22,04,8753,1,1,1400,1
grp-a001-02-000000058709325,22,09,8753,2,2,2374,2
grp-a001-02-000000058709325,23,01,424040,1,1,490,1
grp-a001-02-000000058709325,23,02,8753,3,1,900,1
grp-a001-02-000000058709513,00,02,8753,3,1,1639,1
grp-a001-02-000000058709513,00,06,684927,2,1,1945,1
grp-a001-02-000000058709513,01,02,8753,1,1,1770,1
grp-a001-02-000000058709513,01,09,8753,0,1,1771,1
grp-a001-02-000000058709513,02,01,8753,1,1,1738,1
grp-a001-02-000000058709513,04,09,684926,1,1,1793,1
grp-a001-02-000000058709513,06,16,8753,1,1,1790,1
grp-a001-02-000000058709513,07,02,684926,2,1,2079,1
grp-a001-02-000000058709513,07,09,33421,3,1,1983,1
grp-a001-02-000000058709513,07,10,27758,2,1,2068,1
grp-a001-02-000000058709513,07,12,8753,2,1,1405,1
grp-a001-02-000000058709513,08,02,27758,1,1,2008,1
grp-a001-02-000000058709513,08,04,8753,2,1,2065,1
grp-a001-02-000000058709513,08,05,8753,2,1,1741,1
grp-a001-02-000000058709513,08,06,8753,1,1,2179,1
grp-a001-02-000000058709513,09,02,27758,3,1,763,1
grp-a001-02-000000058709513,09,02,8753,1,1,2062,1
grp-a001-02-000000058709513,09,04,8753,1,1,2079,1
grp-a001-02-000000058709513,09,09,8753,2,2,2305,2
grp-a001-02-000000058709513,10,02,27758,2,1,2079,1
grp-a001-02-000000058709513,10,02,8753,2,1,1260,1
grp-a001-02-000000058709513,10,09,684927,3,1,2067,1
grp-a001-02-000000058709513,10,09,8753,2,1,1822,1
grp-a001-02-000000058709513,11,02,27758,5,1,2077,1
grp-a001-02-000000058709513,11,02,370822,1,1,953,1
grp-a001-02-000000058709513,11,05,8753,1,1,1528,1
grp-a001-02-000000058709513,11,07,8753,1,1,1639,1
grp-a001-02-000000058709513,11,10,8753,2,1,1962,1
grp-a001-02-000000058709513,12,03,33421,1,1,673,1
grp-a001-02-000000058709513,12,08,8753,0,1,2079,1
grp-a001-02-000000058709513,12,99,8753,1,1,1860,1
grp-a001-02-000000058709513,13,02,8753,0,1,1756,1
grp-a001-02-000000058709513,13,06,8753,0,1,1584,1
grp-a001-02-000000058709513,13,08,8753,1,1,1783,1
grp-a001-02-000000058709513,13,09,8753,2,1,2037,1
grp-a001-02-000000058709513,13,11,8753,3,1,1312,1
grp-a001-02-000000058709513,13,16,27758,1,1,2075,1
grp-a001-02-000000058709513,13,99,8753,2,1,1807,1
grp-a001-02-000000058709513,14,02,8753,7,2,4117,2
grp-a001-02-000000058709513,14,04,33421,1,1,1881,1
grp-a001-02-000000058709513,14,08,8753,1,1,2024,1
grp-a001-02-000000058709513,14,09,8753,2,1,2023,1
grp-a001-02-000000058709513,14,15,8753,3,1,2038,1
grp-a001-02-000000058709513,15,02,27758,3,2,3800,2
grp-a001-02-000000058709513,15,02,8753,6,1,2045,1
grp-a001-02-000000058709513,15,06,8753,1,1,1974,1
grp-a001-02-000000058709513,15,08,27758,1,1,2018,1
grp-a001-02-000000058709513,15,09,27758,2,1,2068,1
grp-a001-02-000000058709513,15,14,684927,1,1,1598,1
grp-a001-02-000000058709513,15,99,8753,1,1,2057,1
grp-a001-02-000000058709513,16,02,27758,4,1,2056,1
grp-a001-02-000000058709513,16,02,8753,12,4,7127,4
grp-a001-02-000000058709513,16,08,684926,1,1,1723,1
grp-a001-02-000000058709513,16,09,11068,1,1,1870,1
grp-a001-02-000000058709513,16,09,8753,1,1,1880,1
grp-a001-02-000000058709513,16,99,8753,1,1,1715,1
grp-a001-02-000000058709513,17,02,11068,1,1,1737,1
grp-a001-02-000000058709513,17,04,8753,2,1,744,1
grp-a001-02-000000058709513,17,06,33421,3,1,2014,1
grp-a001-02-000000058709513,17,08,8753,2,1,2048,1
grp-a001-02-000000058709513,18,03,684926,3,1,1644,1
grp-a001-02-000000058709513,18,06,8753,1,1,2079,1
grp-a001-02-000000058709513,18,11,8753,1,1,2079,1
grp-a001-02-000000058709513,18,17,8753,1,1,1617,1
grp-a001-02-000000058709513,19,02,8753,1,1,1926,1
grp-a001-02-000000058709513,19,09,8753,1,1,2079,1
grp-a001-02-000000058709513,20,09,684926,2,1,1020,1
grp-a001-02-000000058709513,21,01,8753,0,1,2057,1
grp-a001-02-000000058709513,21,02,27758,1,1,677,1
grp-a001-02-000000058709513,21,02,341893,1,1,1850,1
grp-a001-02-000000058709513,21,02,684924,1,1,1839,1
grp-a001-02-000000058709513,21,02,8753,1,1,1613,1
grp-a001-02-000000058709513,21,04,27758,1,1,2074,1
grp-a001-02-000000058709513,21,04,8753,1,1,2124,1
grp-a001-02-000000058709513,21,06,8753,1,1,2086,1
grp-a001-02-000000058709513,21,10,33421,4,1,1785,1
grp-a001-02-000000058709513,21,15,370822,1,1,1288,1
grp-a001-02-000000058709513,22,01,341893,1,1,1881,1
grp-a001-02-000000058709513,22,13,8753,3,2,4126,2
grp-a001-02-000000058709513,22,15,8753,1,1,1979,1
grp-a001-02-000000058709513,23,02,8753,2,1,1850,1
grp-a001-02-000000058709513,23,16,11068,1,1,1546,1
grp-a001-02-000000058709674,00,09,684926,1,1,1993,1
grp-a001-02-000000058709674,01,07,8753,1,1,2079,1
grp-a001-02-000000058709674,01,16,8753,1,1,1837,1
grp-a001-02-000000058709674,04,99,33421,4,1,1811,1
grp-a001-02-000000058709674,06,02,8753,1,1,1929,1
grp-a001-02-000000058709674,06,03,341893,1,1,1858,1
grp-a001-02-000000058709674,06,04,8753,2,1,1975,1
grp-a001-02-000000058709674,06,09,8753,1,1,2074,1
grp-a001-02-000000058709674,07,02,341893,1,1,1911,1
grp-a001-02-000000058709674,07,08,8753,3,1,2048,1
grp-a001-02-000000058709674,08,02,8753,2,2,4035,2
grp-a001-02-000000058709674,08,09,33421,3,1,1982,1
grp-a001-02-000000058709674,08,13,8753,4,1,1948,1
grp-a001-02-000000058709674,09,02,684926,1,1,2050,1
grp-a001-02-000000058709674,10,01,684926,1,1,1965,1
grp-a001-02-000000058709674,10,02,8753,1,1,1623,1
grp-a001-02-000000058709674,10,12,27758,1,1,1904,1
grp-a001-02-000000058709674,10,18,8753,1,1,1794,1
grp-a001-02-000000058709674,10,99,8753,2,1,1881,1
grp-a001-02-000000058709674,11,02,8753,4,2,3781,2
grp-a001-02-000000058709674,11,09,8753,2,1,2079,1
grp-a001-02-000000058709674,11,15,8753,3,1,1964,1
grp-a001-02-000000058709674,12,02,684927,2,1,1931,1
grp-a001-02-000000058709674,12,02,8753,1,1,2079,1
grp-a001-02-000000058709674,12,07,8753,1,1,1874,1
grp-a001-02-000000058709674,12,09,27758,2,1,1760,1
grp-a001-02-000000058709674,12,13,8753,1,1,1873,1
grp-a001-02-000000058709674,13,08,27758,1,1,2004,1
grp-a001-02-000000058709674,13,13,684927,1,1,2047,1
grp-a001-02-000000058709674,13,15,8753,2,1,1867,1
grp-a001-02-000000058709674,13,99,8753,1,1,2073,1
grp-a001-02-000000058709674,14,02,684926,1,1,2019,1
grp-a001-02-000000058709674,14,02,8753,2,1,1997,1
grp-a001-02-000000058709674,14,09,27758,6,1,1938,1
grp-a001-02-000000058709674,15,02,684926,2,1,1810,1
grp-a001-02-000000058709674,15,06,684927,1,1,1634,1
grp-a001-02-000000058709674,15,09,8753,3,2,3752,2
grp-a001-02-000000058709674,15,12,27758,1,1,1964,1
grp-a001-02-000000058709674,15,16,27758,1,1,2009,1
grp-a001-02-000000058709674,15,99,684924,1,1,2067,1
grp-a001-02-000000058709674,16,01,8753,3,2,3931,2
grp-a001-02-000000058709674,16,02,11068,1,1,1864,1
grp-a001-02-000000058709674,16,02,8753,5,2,3757,2
grp-a001-02-000000058709674,16,10,341893,1,1,1994,1
grp-a001-02-000000058709674,16,18,27758,1,1,1945,1
grp-a001-02-000000058709674,17,01,8753,3,2,4075,2
grp-a001-02-000000058709674,17,05,8753,1,1,2033,1
grp-a001-02-000000058709674,17,09,8753,0,1,1880,1
grp-a001-02-000000058709674,17,16,8753,6,2,3375,1
grp-a001-02-000000058709674,18,02,8753,1,1,2032,1
grp-a001-02-000000058709674,18,03,33421,1,1,1880,1
grp-a001-02-000000058709674,18,09,8753,5,1,1821,1
grp-a001-02-000000058709674,18,15,684926,1,1,2055,1
grp-a001-02-000000058709674,18,18,8753,1,1,1901,1
grp-a001-02-000000058709674,19,02,8753,1,1,2050,1
grp-a001-02-000000058709674,19,15,341893,1,1,1912,1
grp-a001-02-000000058709674,19,99,8753,1,1,1253,1
grp-a001-02-000000058709674,20,02,684926,3,1,2050,1
grp-a001-02-000000058709674,20,02,8753,6,2,3879,2
grp-a001-02-000000058709674,20,07,8753,3,1,1912,1
grp-a001-02-000000058709674,20,09,684926,4,1,1941,1
grp-a001-02-000000058709674,20,16,341898,0,1,2040,1
grp-a001-02-000000058709674,21,02,8753,2,2,3676,2
grp-a001-02-000000058709674,21,03,11068,1,1,2076,1
grp-a001-02-000000058709674,21,12,8753,1,1,1948,1
grp-a001-02-000000058709674,21,15,8753,1,1,2027,1
grp-a001-02-000000058709674,22,02,8753,3,1,1840,1
grp-a001-02-000000058709674,22,05,8753,1,1,1353,1
grp-a001-02-000000058709674,22,08,11068,2,1,1872,1
grp-a001-02-000000058709674,22,08,8753,1,1,1692,1
grp-a001-02-000000058709674,22,09,684926,1,1,1820,1
grp-a001-02-000000058709674,22,11,8753,1,1,1852,1
grp-a001-02-000000058709674,22,15,27758,0,1,2078,1
grp-a001-02-000000058709674,23,00,27758,1,1,2062,1
grp-a001-02-000000058709674,23,02,8753,1,1,2068,1
grp-a001-02-000000058709674,23,04,33421,1,1,2029,1
grp-a001-02-000000058709674,23,06,8753,1,1,1832,1
grp-a001-02-000000058709674,23,09,11068,1,1,1980,1
grp-a001-02-000000058709674,23,09,8753,3,1,2078,1
grp-a001-02-000000058709674,23,16,33421,4,1,2018,1
grp-a001-02-000000059252905,00,02,11068,4,1,690,1
grp-a001-02-000000059252905,00,02,341893,3,1,1220,1
grp-a001-02-000000059252905,00,02,8753,4,1,1799,1
grp-a001-02-000000059252905,00,09,8753,2,1,1690,1
grp-a001-02-000000059252905,00,11,8753,4,1,1694,1
grp-a001-02-000000059252905,01,09,8753,1,1,1583,1
grp-a001-02-000000059252905,01,11,341893,1,1,1749,1
grp-a001-02-000000059252905,02,09,33421,5,1,1648,1
grp-a001-02-000000059252905,05,04,27758,1,1,1530,1
grp-a001-02-000000059252905,07,06,8753,2,1,1707,1
grp-a001-02-000000059252905,08,02,27758,2,2,3424,2
grp-a001-02-000000059252905,08,04,27758,2,1,1693,1
grp-a001-02-000000059252905,08,04,33421,1,1,1713,1
grp-a001-02-000000059252905,08,05,8753,1,1,1544,1
grp-a001-02-000000059252905,08,07,27758,1,1,1674,1
grp-a001-02-000000059252905,08,08,27758,1,1,1727,1
grp-a001-02-000000059252905,08,09,27758,3,1,1674,1
grp-a001-02-000000059252905,08,99,8753,4,2,3232,2
grp-a001-02-000000059252905,09,05,27758,2,1,1209,1
grp-a001-02-000000059252905,09,08,8753,1,1,1714,1
grp-a001-02-000000059252905,09,09,27758,2,1,1700,1
grp-a001-02-000000059252905,10,02,27758,1,1,1697,1
grp-a001-02-000000059252905,10,02,684925,1,1,1700,1
grp-a001-02-000000059252905,10,02,8753,4,1,1524,1
grp-a001-02-000000059252905,10,03,27758,1,1,1680,1
grp-a001-02-000000059252905,10,11,8753,1,1,1749,1
grp-a001-02-000000059252905,10,15,27758,2,2,3346,2
grp-a001-02-000000059252905,10,16,8753,2,1,1298,1
grp-a001-02-000000059252905,11,02,27758,1,1,1646,1
grp-a001-02-000000059252905,11,02,33421,7,1,1132,1
grp-a001-02-000000059252905,11,02,8753,1,1,1672,1
grp-a001-02-000000059252905,11,04,8753,1,1,584,1
grp-a001-02-000000059252905,11,10,8753,1,1,1707,1
grp-a001-02-000000059252905,11,12,27758,1,1,1661,1
grp-a001-02-000000059252905,11,13,8753,1,1,1701,1
grp-a001-02-000000059252905,11,16,8753,2,1,597,1
grp-a001-02-000000059252905,12,02,684927,1,1,1704,1
grp-a001-02-000000059252905,12,04,8753,3,1,1738,1
grp-a001-02-000000059252905,12,08,33421,1,1,1578,1
grp-a001-02-000000059252905,12,10,8753,2,1,1725,1
grp-a001-02-000000059252905,13,01,8753,2,1,1713,1
grp-a001-02-000000059252905,13,02,11068,3,1,1685,1
grp-a001-02-000000059252905,13,02,8753,1,1,1749,1
grp-a001-02-000000059252905,13,03,27758,2,1,1749,1
grp-a001-02-000000059252905,14,01,8753,1,1,1434,1
grp-a001-02-000000059252905,14,02,27758,1,1,1539,1
grp-a001-02-000000059252905,14,02,8753,10,5,7829,5
grp-a001-02-000000059252905,14,07,8753,1,1,1692,1
grp-a001-02-000000059252905,15,01,8753,1,1,1696,1
grp-a001-02-000000059252905,15,08,27758,1,1,1712,1
grp-a001-02-000000059252905,15,09,8753,4,1,1685,1
grp-a001-02-000000059252905,16,06,8753,1,1,1314,1
grp-a001-02-000000059252905,16,07,8753,1,1,1538,1
grp-a001-02-000000059252905,16,09,8753,2,1,1749,1
grp-a001-02-000000059252905,16,99,341893,1,1,1556,1
grp-a001-02-000000059252905,16,99,8753,1,1,1482,1
grp-a001-02-000000059252905,17,02,27758,2,1,1643,1
grp-a001-02-000000059252905,17,02,33421,1,1,1660,1
grp-a001-02-000000059252905,17,02,341893,1,1,1645,1
grp-a001-02-000000059252905,17,02,8753,1,1,1538,1
grp-a001-02-000000059252905,17,09,27758,1,1,1665,1
grp-a001-02-000000059252905,17,09,33421,2,2,2877,2
grp-a001-02-000000059252905,17,15,8753,3,1,1804,1
grp-a001-02-000000059252905,18,00,8753,1,1,1680,1
grp-a001-02-000000059252905,18,02,27758,1,1,1696,1
grp-a001-02-000000059252905,18,03,8753,3,1,1163,1
grp-a001-02-000000059252905,18,05,33421,2,1,1611,1
grp-a001-02-000000059252905,18,08,684926,1,1,1831,1
grp-a001-02-000000059252905,18,09,8753,4,2,2976,1
grp-a001-02-000000059252905,19,01,341893,2,1,1548,1
grp-a001-02-000000059252905,19,02,341898,1,1,1749,1
grp-a001-02-000000059252905,19,12,27758,1,1,1749,1
grp-a001-02-000000059252905,19,99,8753,1,1,1682,1
grp-a001-02-000000059252905,20,02,27758,2,1,1662,1
grp-a001-02-000000059252905,20,02,8753,1,1,1696,1
grp-a001-02-000000059252905,20,04,8753,3,1,1730,1
grp-a001-02-000000059252905,20,17,684927,1,1,1749,1
grp-a001-02-000000059252905,20,17,8753,1,1,1772,1
grp-a001-02-000000059252905,20,99,8753,1,1,1690,1
grp-a001-02-000000059252905,21,03,341893,1,1,1383,1
grp-a001-02-000000059252905,21,04,8753,1,1,1714,1
grp-a001-02-000000059252905,21,06,8753,1,1,1662,1
grp-a001-02-000000059252905,21,07,8753,2,1,1662,1
grp-a001-02-000000059252905,21,09,33421,8,1,1729,1
grp-a001-02-000000059252905,21,09,8753,2,1,1785,1
grp-a001-02-000000059252905,21,12,341893,1,1,1596,1
grp-a001-02-000000059252905,21,15,684926,2,1,1749,1
grp-a001-02-000000059252905,21,16,8753,1,1,1579,1
grp-a001-02-000000059252905,22,02,8753,4,2,3368,2
grp-a001-02-000000059252905,22,07,27758,1,1,1676,1
grp-a001-02-000000059252905,22,08,27758,2,1,1163,1
grp-a001-02-000000059252905,22,09,684926,2,1,1666,1
grp-a001-02-000000059252905,22,16,8753,3,2,3242,2
grp-a001-02-000000059252905,23,00,27758,1,1,1705,1
grp-a001-02-000000059252905,23,02,8753,4,1,1749,1
grp-a001-02-000000059252905,23,03,8753,4,1,1682,1
grp-a001-02-000000059252905,23,04,8753,2,1,1748,1
grp-a001-02-000000059808374,06,13,33421,5,1,1170,1
grp-a001-02-000000059808374,10,09,11068,1,1,1170,1
grp-a001-02-000000059808374,17,09,684927,1,1,690,1
grp-a001-02-000000059808403,00,02,8753,1,1,1329,1
grp-a001-02-000000059808403,00,09,8753,2,1,1351,1
grp-a001-02-000000059808403,01,11,33421,1,1,1351,1
grp-a001-02-000000059808403,06,02,341893,1,1,1340,1
grp-a001-02-000000059808403,06,03,341898,2,1,1259,1
grp-a001-02-000000059808403,06,15,8753,3,1,1278,1
grp-a001-02-000000059808403,07,04,8753,2,1,1324,1
grp-a001-02-000000059808403,09,02,684926,1,1,1139,1
grp-a001-02-000000059808403,09,02,8753,1,1,1354,1
grp-a001-02-000000059808403,09,99,8753,1,1,1325,1
grp-a001-02-000000059808403,10,02,8753,2,1,1259,1
grp-a001-02-000000059808403,11,02,8753,1,1,1375,1
grp-a001-02-000000059808403,11,15,684926,1,1,1284,1
grp-a001-02-000000059808403,12,02,8753,1,1,1320,1
grp-a001-02-000000059808403,12,14,684926,1,1,769,1
grp-a001-02-000000059808403,13,08,341893,1,1,1270,1
grp-a001-02-000000059808403,14,02,8753,1,1,1375,1
grp-a001-02-000000059808403,15,02,27758,1,1,1335,1
grp-a001-02-000000059808403,15,02,8753,1,1,1324,1
grp-a001-02-000000059808403,15,09,8753,2,1,1342,1
grp-a001-02-000000059808403,15,99,33421,1,1,1240,1
grp-a001-02-000000059808403,15,99,8753,2,1,1240,1
grp-a001-02-000000059808403,16,01,684926,1,1,1200,1
grp-a001-02-000000059808403,16,02,8753,4,1,1213,1
grp-a001-02-000000059808403,16,08,33421,2,1,1375,1
grp-a001-02-000000059808403,16,09,8753,1,1,1321,1
grp-a001-02-000000059808403,17,00,684926,1,1,1362,1
grp-a001-02-000000059808403,17,08,341893,1,1,692,1
grp-a001-02-000000059808403,18,04,8753,1,1,1375,1
grp-a001-02-000000059808403,18,08,341898,1,1,1298,1
grp-a001-02-000000059808403,18,09,684926,1,1,861,1
grp-a001-02-000000059808403,18,11,684926,3,1,1318,1
grp-a001-02-000000059808403,18,18,8753,1,1,1362,1
grp-a001-02-000000059808403,19,09,341893,1,1,1178,1
grp-a001-02-000000059808403,19,11,684926,3,1,1086,1
grp-a001-02-000000059808403,20,01,341898,1,1,1133,1
grp-a001-02-000000059808403,20,16,684926,2,1,1925,1
grp-a001-02-000000059808403,20,99,8753,1,1,317,1
grp-a001-02-000000059808403,21,05,8753,3,1,1114,1
