adgroup_id,adgroup_name,campaign_name,campaign_type,parsed_model,matched_json_model,launch_kr,preorder_kr,announce_kr,source_tier,match_confidence,model_known,cost_365d,golf_flag
grp-a001-02-000000045949118,01. 갤럭시탭A9시리즈_종이질감,● 06. 갤럭시탭_종이질감_M,SHOPPING,galaxy_tab:구형,,,,,,unresolved,True,326968,False
grp-a001-02-000000045949120,01. 갤럭시탭A7_종이질감,● 06. 갤럭시탭_종이질감_M,SHOPPING,galaxy_tab:구형,,,,,,unresolved,True,0,False
grp-a001-02-000000045949121,01. 갤럭시탭A7LITE_종이질감,● 06. 갤럭시탭_종이질감_M,SHOPPING,galaxy_tab:구형,,,,,,unresolved,True,0,False
grp-a001-02-000000046072554,04. 아이폰14,● 05. 아이폰_사생활보호,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,704835,False
grp-a001-02-000000046074558,05. 아이폰13,● 05. 아이폰_사생활보호,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,452833,False
grp-a001-02-000000046074559,06. 아이폰12,● 05. 아이폰_사생활보호,SHOPPING,iphone:UNKNOWN_12,,,,,,unresolved,True,86438,False
grp-a001-02-000000046126151,01. 아이패드에어_4-5세대_10.9인치,● 07. 아이패드_종이질감,SHOPPING,ipad:air5|ipad:air4,,,,,,unresolved,True,34775,False
grp-a001-02-000000046126177,01. 아이패드프로_5세대_11인치,● 07. 아이패드_종이질감,SHOPPING,ipad:pro3-5,,,,,,unresolved,True,232340,False
grp-a001-02-000000046126373,01. 아이패드7-8-9세대_10.2인치,● 07. 아이패드_종이질감,SHOPPING,ipad:UNKNOWN_9,,,,,,unresolved,True,256736,False
grp-a001-02-000000046161215,01. 갤럭시탭S7_종이질감,● 06. 갤럭시탭_종이질감_M,SHOPPING,galaxy_tab:구형,,,,,,unresolved,True,16135,False
grp-a001-02-000000046223421,01. 갤럭시탭S7/FE/플러스_지문방지,● 06. 갤럭시탭_지문방지,SHOPPING,galaxy_tab:구형,,,,,,unresolved,True,1266880,False
grp-a001-02-000000046415318,01. 뮤패드_종이질감,● 13. 아이뮤즈_뮤패드,SHOPPING,mupad:generic,,,,,,unresolved,True,247087,False
grp-a001-02-000000046415341,01. 뮤패드_지문방지,● 13. 아이뮤즈_뮤패드,SHOPPING,mupad:generic,,,,,,unresolved,True,152934,False
grp-a001-02-000000046838302,01. 갤럭시탭A9/플러스_지문방지,● 06. 갤럭시탭_지문방지,SHOPPING,galaxy_tab:구형,,,,,,unresolved,True,1470670,False
grp-a001-02-000000046838304,01. 갤럭시탭A8_지문방지,● 06. 갤럭시탭_지문방지,SHOPPING,galaxy_tab:구형,,,,,,unresolved,True,651465,False
grp-a001-02-000000046838305,01. 갤럭시탭A7/라이트_지문방지,● 06. 갤럭시탭_지문방지,SHOPPING,galaxy_tab:구형,,,,,,unresolved,True,324057,False
grp-a001-02-000000047005364,01. 버디필름,● 09. 기타상품,SHOPPING,galaxy_a:budi_unresolved,,,,,,unresolved,True,5750687,False
grp-a001-02-000000047076722,01. 아이패드에어4/5세대10.9인치,● 07. 아이패드_블루라이트,SHOPPING,ipad:air5|ipad:air4,,,,,,unresolved,True,516809,False
grp-a001-02-000000047076797,01. 갤럭시탭S7시리즈,● 06. 갤럭시탭_6H_PET_BLC,SHOPPING,galaxy_tab:구형,,,,,,unresolved,True,1501002,False
grp-a001-02-000000047485224,S25FE,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S25FE_unresolved,,,,,,unresolved,True,5914983,False
grp-a001-02-000000051215431,04. 뮤패드_종이질감,● 09. 기타상품,SHOPPING,mupad:generic,,,,,,unresolved,True,180,False
grp-a001-02-000000051215435,04. 뮤패드_지문방지,● 09. 기타상품,SHOPPING,mupad:generic,,,,,,unresolved,True,0,False
grp-a001-02-000000052193613,03. 아이폰_13,● 12. 케이스/지갑/방수팩/셀카봉/충전기/스트랩,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,92332,False
grp-a001-02-000000052193617,04. 아이폰_14,● 12. 케이스/지갑/방수팩/셀카봉/충전기/스트랩,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,563002,False
grp-a001-02-000000053481831,02. 아이패드 789세대 10.2인치,● 14. 아이패드_지문방지,SHOPPING,ipad:generic_gen_unknown,,,,,,unresolved,True,53293,False
grp-a001-02-000000053481936,04. 아이패드 프로 5세대 11인치,● 14. 아이패드_지문방지,SHOPPING,ipad:pro3-5,,,,,,unresolved,True,18950,False
grp-a001-02-000000053482203,09. 아이패드 에어 45세대 10.9인치,● 14. 아이패드_지문방지,SHOPPING,ipad:air5|ipad:air4,,,,,,unresolved,True,326533,False
grp-a001-02-000000054403336,11. 맥세이프거치대,● 12. 케이스/지갑/방수팩/셀카봉/충전기/스트랩,SHOPPING,iphone:UNKNOWN_11,,,,,,unresolved,True,210190,False
grp-a001-02-000000054537533,노트20울트라,● 01. 갤럭시_지문방지_TPU,SHOPPING,note:노트20울트라,,,,,,unresolved,True,1559118,False
grp-a001-02-000000055386434,12. 스트랩,● 12. 케이스/지갑/방수팩/셀카봉/충전기/스트랩,SHOPPING,iphone:UNKNOWN_12,,,,,,unresolved,True,30109,False
grp-a001-02-000000058709325,"11. 아이폰7,8",● [P_삭제금지]04. 아이폰_지문방지,SHOPPING,iphone:UNKNOWN_7,,,,,,unresolved,True,281887,False
grp-a001-02-000000058709513,S8,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,309858,False
grp-a001-02-000000058709674,S9,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,380477,False
grp-a001-02-000000059252905,99. 플립2,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_z_flip:1-2,,,,,,unresolved,True,219452,False
grp-a001-02-000000059812037,S20,● 01. 갤럭시_지문방지_사생활,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,439868,False
grp-a001-02-000000059812606,노트20,● 01. 갤럭시_지문방지_사생활,SHOPPING,note:노트20,,,,,,unresolved,True,596010,False
grp-a001-02-000000059817936,S21,● 01. 갤럭시_지문방지_사생활,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,161314,False
grp-a001-02-000000059820953,S21,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,215691,False
grp-a001-02-000000059820960,S21플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,175333,False
grp-a001-02-000000059820987,S20,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,229833,False
grp-a001-02-000000059820998,S20플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,116277,False
grp-a001-02-000000059821015,S10,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,154271,False
grp-a001-02-000000059821023,S10플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,311314,False
grp-a001-02-000000059821034,S10E,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,243840,False
grp-a001-02-000000059821054,S9플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,257199,False
grp-a001-02-000000059821232,Z플립2,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_z_flip:1-2,,,,,,unresolved,True,122145,False
grp-a001-02-000000059821852,Z폴드2,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_z_fold:1-2,,,,,,unresolved,True,285365,False
grp-a001-02-000000059822246,S21울트라,● 01. 갤럭시_지문방지_사생활,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,82412,False
grp-a001-02-000000059822251,S20플러스,● 01. 갤럭시_지문방지_사생활,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,350981,False
grp-a001-02-000000059822273,S20울트라,● 01. 갤럭시_지문방지_사생활,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,65517,False
grp-a001-02-000000059822914,노트8,● 01. 갤럭시_지문방지_TPU,SHOPPING,note:노트8,,,,,,unresolved,True,420773,False
grp-a001-02-000000059823013,S21플러스,● 01. 갤럭시_지문방지_사생활,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,235509,False
grp-a001-02-000000059824059,노트20울트라,● 01. 갤럭시_지문방지_사생활,SHOPPING,note:노트20울트라,,,,,,unresolved,True,794733,False
grp-a001-02-000000059826423,Z폴드SE,● 01. 갤럭시_지문방지_TPU,SHOPPING,galaxy_z_fold:SE_unresolved,,,,,,unresolved,True,4069,False
grp-a001-02-000000059826628,노트10플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,note:노트10플러스,,,,,,unresolved,True,35966,False
grp-a001-02-000000059827298,S21,● 01. 갤럭시_지문방지_PET,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,2630,False
grp-a001-02-000000059829872,S21플러스,● 01. 갤럭시_지문방지_PET,SHOPPING,galaxy_s:S9-S21,,,,,,unresolved,True,1000,False
grp-a001-02-000000059829962,노트20,● 01. 갤럭시_지문방지_PET,SHOPPING,note:노트20,,,,,,unresolved,True,23196,False
grp-a001-02-000000059830530,14프로맥스,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,237697,False
grp-a001-02-000000059830538,14,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,231092,False
grp-a001-02-000000059830552,14플러스,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,86474,False
grp-a001-02-000000059832206,12프로맥스,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,iphone:UNKNOWN_12,,,,,,unresolved,True,119599,False
grp-a001-02-000000059832280,12,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,iphone:UNKNOWN_12,,,,,,unresolved,True,177828,False
grp-a001-02-000000059832344,13프로맥스,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,170952,False
grp-a001-02-000000059832492,13,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,189598,False
grp-a001-02-000000061693728,14프로_맥,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,22140,False
grp-a001-02-000000061693731,14프로맥스_맥,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,26682,False
grp-a001-02-000000061693735,14플러스_맥,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,19960,False
grp-a001-02-000000061693737,14_맥,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,26050,False
grp-a001-02-000000061693757,13프로_맥,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,42384,False
grp-a001-02-000000061693760,13프로맥스_맥,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,28220,False
grp-a001-02-000000061693771,13_맥,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,15686,False
grp-a001-02-000000061693781,13미니_맥,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,48550,False
grp-a001-02-000000061793448,노트20_맥,소다케이스_갤럭시,SHOPPING,note:노트20,,,,,,unresolved,True,15400,False
grp-a001-02-000000061793457,노트20울트라_맥,소다케이스_갤럭시,SHOPPING,note:노트20울트라,,,,,,unresolved,True,9960,False
grp-a001-02-000000061794086,12미니_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_12,,,,,,unresolved,True,3600,False
grp-a001-02-000000061794093,12_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_12,,,,,,unresolved,True,6000,False
grp-a001-02-000000061794099,12프로맥스_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_12,,,,,,unresolved,True,0,False
grp-a001-02-000000061794111,12프로_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_12,,,,,,unresolved,True,4800,False
grp-a001-02-000000061794117,13미니_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,27014,False
grp-a001-02-000000061794129,13_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,34391,False
grp-a001-02-000000061794137,13프로맥스_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,27657,False
grp-a001-02-000000061794145,13프로_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_13,,,,,,unresolved,True,28910,False
grp-a001-02-000000061794152,14_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,20750,False
grp-a001-02-000000061794155,14플러스_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,16947,False
grp-a001-02-000000061794157,14프로맥스_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,44850,False
grp-a001-02-000000061794159,14프로_일,소다케이스_아이폰,SHOPPING,iphone:UNKNOWN_14,,,,,,unresolved,True,34150,False
