발주일,발주번호,물류센터,상품번호,상품명,발송수량,쿠팡정산수량,미정산수량,매입단가,미정산금액,쿠팡정산금액,계산서번호,지급일,정산상태,쉽먼트번호,송장번호,집하,센터도착,하차,증거등급,쿠팡정산수량_재판정,미정산금액_재판정,연령기준일,연령기준일출처,경과일수,연령버킷
2026-05-29,132855408,이천4,40840077,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 아이폰14, 1세트",1,0,1,9540,9540,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,9540,2026-06-09,②센터도착일(제3자),58,31~60일
2026-05-29,132855408,이천4,41670004,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시 S24, 1세트",1,0,1,9540,9540,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,9540,2026-06-09,②센터도착일(제3자),58,31~60일
2025-08-22,111416537,고양1,55707338,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 삼성 갤럭시 S25울트라, 1세트",41,40,1,9060,9060,362400,26763693,2025-10-24,정산됨(일부),38721292,460165601862;460165606084;460165608243,2025-08-25 19:25,2025-08-28 16:28,2025-08-28 10:41,집하+도착+하차,40,9060,2025-08-28,①하차일(제3자),343,181~365일
2026-06-12,134000991,대구3,48562249,"[10매]오하이 버디필름 장타 비거리스티커 드라이버 우드 헤드 보호 슬라이스방지 골프필름, 우드용, 1세트, 우드용 10매 88*30mm 단일색상",1,0,1,9000,9000,0,,,계산서 미발행(전량 미정산),47478372,462590765453;462590766606,2026-06-16 18:24,2026-06-17 12:37,2026-06-18 00:13,집하+도착+하차,0,9000,2026-06-18,①하차일(제3자),49,31~60일
2026-06-11,133930520,인천30,55013234,"[전기종]오하이 도어락 지문방지 사생활보호 범죄예방 문캅스필름 2매+간편부착, 1세트, 지문방지필름 단일상품",1,0,1,8600,8600,0,,,정산명세에 없음(전량 미정산),47479045,462590820764,2026-06-16 18:24,2026-06-17 11:12,2026-06-17 16:18,집하+도착+하차,0,8600,2026-06-17,①하차일(제3자),50,31~60일
2026-05-29,132855408,이천4,12424362,"오하이 풀커버 지문방지 무광택 액정보호필름 3매입, 갤럭시 노트20 울트라",1,0,1,8200,8200,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,8200,2026-06-09,②센터도착일(제3자),58,31~60일
2025-09-12,113247676,인천14,57316041,"오하이 일미리 케이스 1mm 변색 없는 PC 하드 케이스, 아이폰 15플러스",1,0,1,8000,8000,0,,,정산명세에 없음(전량 미정산),39404080,460337727916;460337727920;460337727931;460337727942;460337727953;460337727964;460337727975,2025-09-16 18:40,2025-09-18 09:10,2025-09-18 09:20,집하+도착+하차,0,8000,2025-09-18,①하차일(제3자),322,181~365일
2026-02-11,124513934,시흥2,69517682,오하이 히든범퍼 하이브리드 소다 휴대폰 케이스 투명 Galaxy S26 Plus,10,9,1,8000,8000,72000,28750460,2026-04-15,정산됨(일부),43804985,461634289126,2026-02-13 18:45,2026-02-14 08:25,2026-02-14 10:33,집하+도착+하차,9,8000,2026-02-14,①하차일(제3자),173,91~180일
2026-02-05,124147620,이천4,11373209,"오하이 풀커버 지문방지 무광택 액정보호필름 2매입, 갤럭시 S20플러스",1,0,1,6960,6960,0,,,정산명세에 없음(전량 미정산),43623477,461561623666;461561629443,2026-02-06 18:58,2026-02-13 10:59,2026-02-13 14:24,집하+도착+하차,0,6960,2026-02-13,①하차일(제3자),174,91~180일
2026-05-29,132855408,이천4,11786547,"오하이 풀커버 지문방지 무광택 액정보호필름 2매입, 갤럭시 노트9",1,0,1,6960,6960,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,6960,2026-06-09,②센터도착일(제3자),58,31~60일
2025-09-16,113466843,서울,50427106,"오하이 사생활보호 프라이버시 TPU 지문인식 휴대폰 액정보호필름 2매+간편부착 툴, 애플 아이폰 16, 1세트",1,0,1,6705,6705,0,,,정산명세에 없음(전량 미정산),39552942,460380858000;460380858011;460380858022,2025-09-19 18:09,2025-09-25 11:45,2025-09-25 10:47,집하+도착+하차,0,6705,2025-09-25,①하차일(제3자),315,181~365일
2026-05-29,132855408,이천4,55701378,"오하이 사생활보호 프라이버시 TPU 지문인식 휴대폰 액정보호필름 2매+간편부착 툴, 삼성 갤럭시 S25, 1세트",1,0,1,6705,6705,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,6705,2026-06-09,②센터도착일(제3자),58,31~60일
2026-06-12,134057698,창원4,15328210,"오하이 갤럭시 저반사 지문방지 필름 2매입, 갤럭시S20FE",2,1,1,5900,5900,5900,30064022,2026-08-18,정산됨(일부),47534560,462608981236,2026-06-16 18:24,2026-06-17 12:45,2026-06-19 10:45,집하+도착+하차,1,5900,2026-06-19,①하차일(제3자),48,31~60일
2026-04-16,129308880,창원4,65568322,오하이 갤럭시워치 캐쥬얼 실리콘 스트랩 밴드 20mm 다크그린 갤럭시워치 1개,2,1,1,5655,5655,5655,29429173,2026-06-23,정산됨(일부),45721435,462174585283;462174588982,2026-04-20 19:26,2026-04-21 10:41,2026-04-23 12:53,집하+도착+하차,1,5655,2026-04-23,①하차일(제3자),105,91~180일
2026-05-29,132855408,이천4,65568322,오하이 갤럭시워치 캐쥬얼 실리콘 스트랩 밴드 20mm 다크그린 갤럭시워치 1개,1,0,1,5655,5655,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,5655,2026-06-09,②센터도착일(제3자),58,31~60일
