adgroup_id,mall_product_id,campaign_id
grp-a001-02-000000043610930,11619407642,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619407637,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619407636,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11550098952,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11550083337,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253560,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253558,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253557,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253555,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253554,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253553,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253552,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253549,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253546,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253565,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253564,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253551,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253550,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253556,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253548,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806392,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806387,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806386,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806378,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806391,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806384,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806390,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806385,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806380,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806383,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806382,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806381,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806379,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806377,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11619806389,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696808538,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696808537,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696808536,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696352853,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696352852,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696352851,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696352850,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696352849,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696352858,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696352855,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696352857,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696352856,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672432787,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672432785,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672432784,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672432788,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672432786,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253563,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253561,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253559,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11672253562,cmp-a001-02-000000008336372
