adgroup_id,campaign_type,avg_rank,n_days,sum_cost,sum_conv_amt,sum_ad_profit,profit_per_group_day,band,band3
grp-a001-01-000000031116306,WEB_SITE,2.3496,355,548692,8228740,4260624.19,12001.76,band1,<2.5
grp-a001-01-000000031175118,WEB_SITE,2.1354,191,312020,802250,156857.85,821.25,band1,<2.5
grp-a001-01-000000031176101,WEB_SITE,2.4411,191,218882,610750,138073.0,722.9,band1,<2.5
grp-a001-01-000000031176229,WEB_SITE,2.2513,191,133640,318510,52514.3,274.94,band1,<2.5
grp-a001-01-000000031185769,WEB_SITE,2.5306,191,82090,308100,97980.13,512.98,band1,"[2.5,4)"
grp-a001-01-000000031185770,WEB_SITE,3.7313,191,20670,35910,317.73,1.66,band2,"[2.5,4)"
grp-a001-01-000000031185773,WEB_SITE,2.5872,191,21520,99400,36574.68,191.49,band1,"[2.5,4)"
grp-a001-01-000000031186688,WEB_SITE,2.0255,191,40180,130410,36038.59,188.68,band1,<2.5
grp-a001-01-000000032245671,WEB_SITE,2.4238,191,690520,1496530,184132.25,964.04,band1,<2.5
grp-a001-01-000000037423343,WEB_SITE,2.691,191,234450,525600,72738.78,380.83,band1,"[2.5,4)"
grp-a001-01-000000037423348,WEB_SITE,2.7886,191,477740,403120,-242135.09,-1267.72,band3,"[2.5,4)"
grp-a001-01-000000037423351,WEB_SITE,6.3212,140,133990,85530,-84001.69,-600.01,band3,≥4
grp-a001-01-000000037423354,WEB_SITE,2.3192,191,585014,1573150,334419.08,1750.89,band1,<2.5
grp-a001-01-000000037423356,WEB_SITE,2.3532,191,553480,1022030,43849.05,229.58,band2,<2.5
grp-a001-01-000000037423624,WEB_SITE,2.8423,191,197502,452800,67138.56,351.51,band1,"[2.5,4)"
grp-a001-01-000000037423628,WEB_SITE,3.5426,191,53120,285230,113583.68,594.68,band1,"[2.5,4)"
grp-a001-01-000000037423635,WEB_SITE,1.7572,191,236711,610330,119998.53,628.26,band1,<2.5
grp-a001-01-000000037423636,WEB_SITE,2.9074,191,213742,452830,50916.09,266.58,band1,"[2.5,4)"
grp-a001-01-000000037840548,WEB_SITE,2.3034,191,177937,342200,22063.0,115.51,band2,<2.5
grp-a001-01-000000037842041,WEB_SITE,2.6395,190,32651,73600,10364.78,54.55,band1,"[2.5,4)"
grp-a001-01-000000038737184,WEB_SITE,1.8677,191,165270,439200,91421.99,478.65,band1,<2.5
grp-a001-01-000000038737213,WEB_SITE,2.3685,191,129300,516250,172424.14,902.74,band1,<2.5
grp-a001-01-000000038737226,WEB_SITE,2.3445,45,76090,63600,-38918.76,-864.86,band3,<2.5
grp-a001-01-000000038769329,WEB_SITE,4.3693,191,20740,37800,1352.34,7.08,band2,≥4
grp-a001-01-000000038769330,WEB_SITE,3.2103,191,40780,186900,68454.37,358.4,band1,"[2.5,4)"
grp-a001-01-000000038769331,WEB_SITE,3.4387,191,54490,115510,13020.23,68.17,band1,"[2.5,4)"
grp-a001-01-000000038769333,WEB_SITE,2.7693,188,43680,64500,-5982.75,-31.82,band3,"[2.5,4)"
grp-a001-01-000000038934985,WEB_SITE,2.2128,191,483630,544600,-165336.6,-865.64,band3,<2.5
grp-a001-01-000000038934999,WEB_SITE,3.1002,191,131580,253810,16760.15,87.75,band2,"[2.5,4)"
grp-a001-01-000000038935115,WEB_SITE,2.6551,191,48410,111300,16639.68,87.12,band1,"[2.5,4)"
grp-a001-01-000000040080458,WEB_SITE,3.3822,191,145072,425710,103735.71,543.12,band1,"[2.5,4)"
grp-a001-01-000000040080459,WEB_SITE,2.4442,191,164810,618540,196697.89,1029.83,band1,<2.5
grp-a001-01-000000040173278,WEB_SITE,2.0129,191,825764,1406800,-3554.77,-18.61,band3,<2.5
grp-a001-01-000000040173279,WEB_SITE,2.435,191,205340,552200,117395.24,614.63,band1,<2.5
grp-a001-01-000000040173283,WEB_SITE,2.3442,191,166366,306200,12593.67,65.94,band2,<2.5
grp-a001-01-000000040173285,WEB_SITE,2.9591,191,105050,166100,-7972.27,-41.74,band3,"[2.5,4)"
grp-a001-01-000000040173291,WEB_SITE,3.8031,191,69370,139300,12044.38,63.06,band2,"[2.5,4)"
grp-a001-01-000000040173293,WEB_SITE,2.3103,191,77301,178900,27257.74,142.71,band1,<2.5
grp-a001-01-000000040189692,WEB_SITE,2.3012,191,185370,439840,71696.04,375.37,band1,<2.5
grp-a001-01-000000040189693,WEB_SITE,1.7307,191,424067,1282320,325389.46,1703.61,band1,<2.5
grp-a001-01-000000040189696,WEB_SITE,2.3907,191,168200,378030,52740.97,276.13,band1,<2.5
grp-a001-01-000000040211251,WEB_SITE,1.5384,190,70020,157410,21978.83,115.68,band1,<2.5
grp-a001-01-000000040284140,WEB_SITE,2.7162,191,105290,253600,42927.42,224.75,band1,"[2.5,4)"
grp-a001-01-000000040284151,WEB_SITE,4.5309,191,27920,85500,22050.78,115.45,band1,≥4
grp-a001-01-000000042724551,WEB_SITE,3.0059,191,35360,79500,11104.06,58.14,band1,"[2.5,4)"
grp-a001-01-000000042969517,WEB_SITE,2.1453,191,131940,165900,-34979.16,-183.14,band3,<2.5
grp-a001-01-000000042969832,WEB_SITE,3.274,190,34664,0,-34664.0,-182.44,band3,"[2.5,4)"
grp-a001-01-000000043502507,WEB_SITE,2.4874,191,203170,407780,35158.46,184.08,band2,<2.5
grp-a001-01-000000043935093,WEB_SITE,2.7641,334,42250,298200,132034.04,395.31,band1,"[2.5,4)"
grp-a001-01-000000044377702,WEB_SITE,1.8698,191,10820,15900,-1527.19,-8.0,band3,<2.5
grp-a001-01-000000044378320,WEB_SITE,2.0064,178,6720,15900,2572.81,14.45,band1,<2.5
grp-a001-01-000000044807690,WEB_SITE,2.0993,191,1293400,2941220,425606.43,2228.31,band1,<2.5
grp-a001-01-000000044807691,WEB_SITE,1.8221,191,60600,190000,50446.17,264.12,band1,<2.5
grp-a001-01-000000044808405,WEB_SITE,2.265,191,202950,822800,277938.37,1455.17,band1,<2.5
grp-a001-01-000000044808498,WEB_SITE,3.6293,191,186663,500100,105622.21,553.0,band1,"[2.5,4)"
grp-a001-01-000000044808499,WEB_SITE,3.1274,191,49740,113300,16478.59,86.28,band1,"[2.5,4)"
grp-a001-01-000000044808500,WEB_SITE,2.0845,187,23860,95400,31896.87,170.57,band1,<2.5
grp-a001-01-000000045692018,WEB_SITE,2.2092,191,28670,132120,48548.0,254.18,band1,<2.5
grp-a001-01-000000045694026,WEB_SITE,2.4174,189,10980,19800,592.18,3.13,band2,<2.5
grp-a001-01-000000045800955,WEB_SITE,2.0576,191,514680,2101990,713835.49,3737.36,band1,<2.5
grp-a001-01-000000045802263,WEB_SITE,2.1323,191,160100,425200,88409.64,462.88,band1,<2.5
grp-a001-01-000000045920162,WEB_SITE,1.7813,191,135660,545410,183106.8,958.67,band1,<2.5
grp-a001-01-000000046127917,WEB_SITE,2.1147,191,66020,79500,-19555.94,-102.39,band3,<2.5
grp-a001-01-000000046132066,WEB_SITE,1.9666,191,15749,47700,12129.43,63.5,band1,<2.5
grp-a001-01-000000046416698,WEB_SITE,1.7749,355,34301,111000,30573.34,86.12,band1,<2.5
grp-a001-01-000000046416699,WEB_SITE,1.9913,355,179552,291800,-9008.46,-25.38,band3,<2.5
grp-a001-01-000000046416701,WEB_SITE,2.6512,355,69647,92120,-15807.14,-44.53,band3,"[2.5,4)"
grp-a001-01-000000046416702,WEB_SITE,1.6474,355,31243,75100,12649.46,35.63,band1,<2.5
grp-a001-01-000000046436514,WEB_SITE,1.5452,161,3720,44310,22177.14,137.75,band1,<2.5
grp-a001-01-000000046475854,WEB_SITE,1.4287,191,135600,461420,134078.55,701.98,band1,<2.5
grp-a001-01-000000046477597,WEB_SITE,2.867,190,29350,95400,26406.87,138.98,band1,"[2.5,4)"
grp-a001-01-000000046478478,WEB_SITE,1.8965,177,7040,15900,2252.81,12.73,band1,<2.5
grp-a001-01-000000046480952,WEB_SITE,1.6858,177,4900,31800,13685.62,77.32,band1,<2.5
grp-a001-01-000000046483564,WEB_SITE,3.3927,191,84070,302610,92791.48,485.82,band1,"[2.5,4)"
grp-a001-01-000000046507364,WEB_SITE,2.205,191,98840,124020,-26356.07,-137.99,band3,<2.5
grp-a001-01-000000046578743,WEB_SITE,2.5347,191,140190,557500,185642.85,971.95,band1,"[2.5,4)"
grp-a001-01-000000046579761,WEB_SITE,2.3345,191,73244,220210,55458.51,290.36,band1,<2.5
grp-a001-01-000000046581751,WEB_SITE,1.9325,191,73460,317400,112045.55,586.63,band1,<2.5
grp-a001-01-000000046583926,WEB_SITE,1.8882,191,46130,172720,54816.81,287.0,band1,<2.5
grp-a001-01-000000046584475,WEB_SITE,1.7975,191,27820,205110,92057.26,481.98,band1,<2.5
grp-a001-01-000000046585858,WEB_SITE,2.5958,191,20580,47700,7298.43,38.21,band1,"[2.5,4)"
grp-a001-01-000000046588417,WEB_SITE,2.3206,191,26630,209700,95929.91,502.25,band1,<2.5
grp-a001-01-000000046645092,WEB_SITE,2.612,191,231790,698930,176702.11,925.14,band1,"[2.5,4)"
grp-a001-01-000000046646662,WEB_SITE,2.2955,191,82739,283710,83076.31,434.95,band1,<2.5
grp-a001-01-000000046646763,WEB_SITE,2.2931,191,102720,156000,-11545.25,-60.45,band3,<2.5
grp-a001-01-000000046742693,WEB_SITE,2.7213,191,126560,324510,63101.02,330.37,band1,"[2.5,4)"
grp-a001-01-000000046807499,WEB_SITE,2.3811,190,30370,47700,-2491.57,-13.11,band3,<2.5
grp-a001-01-000000046834534,WEB_SITE,2.0287,188,8640,46900,18770.87,99.85,band1,<2.5
grp-a001-01-000000046835241,WEB_SITE,2.0484,191,17941,31800,644.62,3.37,band2,<2.5
grp-a001-01-000000046835750,WEB_SITE,2.4986,191,83860,221800,45771.79,239.64,band1,<2.5
grp-a001-01-000000046837921,WEB_SITE,2.4799,189,20640,31800,-2054.38,-10.87,band3,<2.5
grp-a001-01-000000046838157,WEB_SITE,2.0837,190,11780,0,-11780.0,-62.0,band3,<2.5
grp-a001-01-000000046838297,WEB_SITE,1.7682,189,7870,0,-7870.0,-41.64,band3,<2.5
grp-a001-01-000000046838896,WEB_SITE,2.3889,86,540,0,-540.0,-6.28,band3,<2.5
grp-a001-01-000000046839132,WEB_SITE,1.9077,191,14370,79500,32094.06,168.03,band1,<2.5
grp-a001-01-000000046839232,WEB_SITE,1.8491,189,12630,47700,15248.43,80.68,band1,<2.5
grp-a001-01-000000046904555,WEB_SITE,2.0786,191,27560,101510,31767.88,166.32,band1,<2.5
grp-a001-01-000000046904979,WEB_SITE,2.4467,191,39190,115610,28378.67,148.58,band1,<2.5
grp-a001-01-000000046939750,WEB_SITE,2.7476,189,24310,92900,29985.73,158.65,band1,"[2.5,4)"
grp-a001-01-000000046939809,WEB_SITE,2.0507,191,11880,83500,36921.87,193.31,band1,<2.5
grp-a001-01-000000046954263,WEB_SITE,1.8781,191,179730,508700,117581.51,615.61,band1,<2.5
grp-a001-01-000000046954978,WEB_SITE,1.7028,191,117560,157410,-25561.17,-133.83,band3,<2.5
grp-a001-01-000000046962945,WEB_SITE,2.2523,191,46690,192000,65525.08,343.06,band1,<2.5
grp-a001-01-000000046970779,WEB_SITE,2.4316,188,2090,0,-2090.0,-11.12,band3,<2.5
grp-a001-01-000000046970893,WEB_SITE,2.3099,191,15170,79500,31294.06,163.84,band1,<2.5
grp-a001-01-000000046971358,WEB_SITE,2.8321,191,26454,15900,-17161.19,-89.85,band3,"[2.5,4)"
grp-a001-01-000000046971480,WEB_SITE,2.8742,184,7070,31800,11515.62,62.58,band1,"[2.5,4)"
grp-a001-01-000000046971678,WEB_SITE,1.7874,178,3410,61600,32592.34,183.1,band1,<2.5
grp-a001-01-000000046973844,WEB_SITE,2.348,189,11390,33800,8364.53,44.26,band1,<2.5
grp-a001-01-000000046974236,WEB_SITE,2.3219,191,12080,16900,-2202.74,-11.53,band3,<2.5
grp-a001-01-000000046975254,WEB_SITE,2.4365,190,2860,31800,15725.62,82.77,band1,<2.5
grp-a001-01-000000046975512,WEB_SITE,2.6103,187,2970,0,-2970.0,-15.88,band3,"[2.5,4)"
grp-a001-01-000000046975542,WEB_SITE,2.5256,187,2980,16900,6897.26,36.88,band1,"[2.5,4)"
grp-a001-01-000000046975626,WEB_SITE,2.0493,166,3730,16900,6147.26,37.03,band1,<2.5
grp-a001-01-000000046975770,WEB_SITE,4.4559,160,990,0,-990.0,-6.19,band3,≥4
grp-a001-01-000000046976107,WEB_SITE,2.0,160,160,0,-160.0,-1.0,band3,<2.5
grp-a001-01-000000046976135,WEB_SITE,1.6655,158,1390,0,-1390.0,-8.8,band3,<2.5
grp-a001-01-000000046976468,WEB_SITE,2.3087,191,20728,159820,72679.36,380.52,band1,<2.5
grp-a001-01-000000046977473,WEB_SITE,2.2542,179,3030,0,-3030.0,-16.93,band3,<2.5
grp-a001-01-000000046978005,WEB_SITE,3.5312,191,46210,111300,18839.68,98.64,band1,"[2.5,4)"
grp-a001-01-000000046978099,WEB_SITE,1.9455,181,1670,0,-1670.0,-9.23,band3,<2.5
grp-a001-01-000000046979820,WEB_SITE,2.0997,189,17700,111300,47349.68,250.53,band1,<2.5
grp-a001-01-000000046980388,WEB_SITE,3.3626,191,141636,541930,175096.9,916.74,band1,"[2.5,4)"
grp-a001-01-000000046980878,WEB_SITE,2.531,191,115120,206700,5686.55,29.77,band2,"[2.5,4)"
grp-a001-01-000000047003535,WEB_SITE,1.6501,191,104270,448140,157647.01,825.38,band1,<2.5
grp-a001-01-000000047003798,WEB_SITE,2.1076,189,13710,56500,19311.62,102.18,band1,<2.5
grp-a001-01-000000047075282,WEB_SITE,2.383,191,29280,61600,6722.34,35.2,band1,<2.5
grp-a001-01-000000047076625,WEB_SITE,2.1567,191,36510,106120,25512.21,133.57,band1,<2.5
grp-a001-01-000000047162713,WEB_SITE,1.901,191,48063,96930,8588.08,44.96,band2,<2.5
grp-a001-01-000000047166586,WEB_SITE,2.3613,149,9988,33800,9766.53,65.55,band1,<2.5
grp-a001-01-000000047485469,WEB_SITE,2.543,191,1103480,3346800,852569.09,4463.71,band1,"[2.5,4)"
grp-a001-01-000000047485563,WEB_SITE,3.0924,191,272890,700200,136344.37,713.84,band1,"[2.5,4)"
grp-a001-01-000000047486489,WEB_SITE,2.3082,191,146480,244750,-3435.0,-17.98,band3,<2.5
grp-a001-01-000000047486647,WEB_SITE,2.8045,191,61818,73600,-18802.22,-98.44,band3,"[2.5,4)"
grp-a001-01-000000047486686,WEB_SITE,1.7761,191,7730,0,-7730.0,-40.47,band3,<2.5
grp-a001-01-000000047487792,WEB_SITE,2.3651,188,790,0,-790.0,-4.2,band3,<2.5
grp-a001-01-000000047488792,WEB_SITE,2.5837,191,116510,465150,155348.56,813.34,band1,"[2.5,4)"
grp-a001-01-000000047488926,WEB_SITE,2.9159,191,48669,144100,35550.75,186.13,band1,"[2.5,4)"
grp-a001-01-000000047489113,WEB_SITE,3.3359,187,10150,33800,9604.53,51.36,band1,"[2.5,4)"
grp-a001-01-000000048499536,WEB_SITE,2.1064,191,572000,1028700,29227.35,153.02,band2,<2.5
